Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Australian Capital Territory,Australia,-35.4735,149.0124,1/22/2020,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,1/22/2020,0,0,0,0,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,1/22/2020,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,1/22/2020,0,0,0,0,Western Pacific
South Australia,Australia,-34.9285,138.6007,1/22/2020,0,0,0,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,1/22/2020,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,1/22/2020,0,0,0,0,Western Pacific
Western Australia,Australia,-31.9505,115.8605,1/22/2020,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,1/22/2020,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,1/22/2020,0,0,0,0,Americas
Manitoba,Canada,53.7609,-98.8139,1/22/2020,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,1/22/2020,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,1/22/2020,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,1/22/2020,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,1/22/2020,0,0,0,0,Americas
Prince Edward Island,Canada,46.5107,-63.4168,1/22/2020,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,1/22/2020,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,1/22/2020,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,1/22/2020,1,0,0,1,Western Pacific
Beijing,China,40.1824,116.4142,1/22/2020,14,0,0,14,Western Pacific
Chongqing,China,30.0572,107.874,1/22/2020,6,0,0,6,Western Pacific
Fujian,China,26.0789,117.9874,1/22/2020,1,0,0,1,Western Pacific
Gansu,China,35.7518,104.2861,1/22/2020,0,0,0,0,Western Pacific
Guangdong,China,23.3417,113.4244,1/22/2020,26,0,0,26,Western Pacific
Guangxi,China,23.8298,108.7881,1/22/2020,2,0,0,2,Western Pacific
Guizhou,China,26.8154,106.8748,1/22/2020,1,0,0,1,Western Pacific
Hainan,China,19.1959,109.7453,1/22/2020,4,0,0,4,Western Pacific
Hebei,China,39.549,116.1306,1/22/2020,1,0,0,1,Western Pacific
Heilongjiang,China,47.862,127.7615,1/22/2020,0,0,0,0,Western Pacific
Henan,China,37.8957,114.9042,1/22/2020,5,0,0,5,Western Pacific
Hong Kong,China,22.3,114.2,1/22/2020,0,0,0,0,Western Pacific
Hubei,China,30.9756,112.2707,1/22/2020,444,17,28,399,Western Pacific
Hunan,China,27.6104,111.7088,1/22/2020,4,0,0,4,Western Pacific
Inner Mongolia,China,44.0935,113.9448,1/22/2020,0,0,0,0,Western Pacific
Jiangsu,China,32.9711,119.455,1/22/2020,1,0,0,1,Western Pacific
Jiangxi,China,27.614,115.7221,1/22/2020,2,0,0,2,Western Pacific
Jilin,China,43.6661,126.1923,1/22/2020,0,0,0,0,Western Pacific
Liaoning,China,41.2956,122.6085,1/22/2020,2,0,0,2,Western Pacific
Macau,China,22.1667,113.55,1/22/2020,1,0,0,1,Western Pacific
Ningxia,China,37.2692,106.1655,1/22/2020,1,0,0,1,Western Pacific
Qinghai,China,35.7452,95.9956,1/22/2020,0,0,0,0,Western Pacific
Shaanxi,China,35.1917,108.8701,1/22/2020,0,0,0,0,Western Pacific
Shandong,China,36.3427,118.1498,1/22/2020,2,0,0,2,Western Pacific
Shanghai,China,31.202,121.4491,1/22/2020,9,0,0,9,Western Pacific
Shanxi,China,37.5777,112.2922,1/22/2020,1,0,0,1,Western Pacific
Sichuan,China,30.6171,102.7103,1/22/2020,5,0,0,5,Western Pacific
Tianjin,China,39.3054,117.323,1/22/2020,4,0,0,4,Western Pacific
Tibet,China,31.6927,88.0924,1/22/2020,0,0,0,0,Western Pacific
Xinjiang,China,41.1129,85.2401,1/22/2020,0,0,0,0,Western Pacific
Yunnan,China,24.974,101.487,1/22/2020,1,0,0,1,Western Pacific
Zhejiang,China,29.1832,120.0934,1/22/2020,10,0,0,10,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,1/22/2020,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,1/22/2020,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,1/22/2020,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,1/22/2020,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,1/22/2020,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,1/22/2020,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,1/22/2020,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,1/22/2020,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,1/22/2020,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,1/22/2020,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,1/22/2020,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,1/22/2020,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,1/22/2020,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,1/22/2020,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,1/22/2020,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,1/22/2020,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,1/22/2020,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,1/22/2020,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,1/22/2020,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,1/22/2020,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,1/22/2020,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,1/22/2020,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,1/22/2020,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,1/22/2020,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,1/22/2020,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,1/22/2020,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,1/22/2020,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,1/23/2020,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,1/23/2020,0,0,0,0,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,1/23/2020,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,1/23/2020,0,0,0,0,Western Pacific
South Australia,Australia,-34.9285,138.6007,1/23/2020,0,0,0,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,1/23/2020,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,1/23/2020,0,0,0,0,Western Pacific
Western Australia,Australia,-31.9505,115.8605,1/23/2020,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,1/23/2020,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,1/23/2020,0,0,0,0,Americas
Manitoba,Canada,53.7609,-98.8139,1/23/2020,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,1/23/2020,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,1/23/2020,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,1/23/2020,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,1/23/2020,0,0,0,0,Americas
Prince Edward Island,Canada,46.5107,-63.4168,1/23/2020,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,1/23/2020,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,1/23/2020,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,1/23/2020,9,0,0,9,Western Pacific
Beijing,China,40.1824,116.4142,1/23/2020,22,0,0,22,Western Pacific
Chongqing,China,30.0572,107.874,1/23/2020,9,0,0,9,Western Pacific
Fujian,China,26.0789,117.9874,1/23/2020,5,0,0,5,Western Pacific
Gansu,China,35.7518,104.2861,1/23/2020,2,0,0,2,Western Pacific
Guangdong,China,23.3417,113.4244,1/23/2020,32,0,2,30,Western Pacific
Guangxi,China,23.8298,108.7881,1/23/2020,5,0,0,5,Western Pacific
Guizhou,China,26.8154,106.8748,1/23/2020,3,0,0,3,Western Pacific
Hainan,China,19.1959,109.7453,1/23/2020,5,0,0,5,Western Pacific
Hebei,China,39.549,116.1306,1/23/2020,1,1,0,0,Western Pacific
Heilongjiang,China,47.862,127.7615,1/23/2020,2,0,0,2,Western Pacific
Henan,China,37.8957,114.9042,1/23/2020,5,0,0,5,Western Pacific
Hong Kong,China,22.3,114.2,1/23/2020,2,0,0,2,Western Pacific
Hubei,China,30.9756,112.2707,1/23/2020,444,17,28,399,Western Pacific
Hunan,China,27.6104,111.7088,1/23/2020,9,0,0,9,Western Pacific
Inner Mongolia,China,44.0935,113.9448,1/23/2020,0,0,0,0,Western Pacific
Jiangsu,China,32.9711,119.455,1/23/2020,5,0,0,5,Western Pacific
Jiangxi,China,27.614,115.7221,1/23/2020,7,0,0,7,Western Pacific
Jilin,China,43.6661,126.1923,1/23/2020,1,0,0,1,Western Pacific
Liaoning,China,41.2956,122.6085,1/23/2020,3,0,0,3,Western Pacific
Macau,China,22.1667,113.55,1/23/2020,2,0,0,2,Western Pacific
Ningxia,China,37.2692,106.1655,1/23/2020,1,0,0,1,Western Pacific
Qinghai,China,35.7452,95.9956,1/23/2020,0,0,0,0,Western Pacific
Shaanxi,China,35.1917,108.8701,1/23/2020,3,0,0,3,Western Pacific
Shandong,China,36.3427,118.1498,1/23/2020,6,0,0,6,Western Pacific
Shanghai,China,31.202,121.4491,1/23/2020,16,0,0,16,Western Pacific
Shanxi,China,37.5777,112.2922,1/23/2020,1,0,0,1,Western Pacific
Sichuan,China,30.6171,102.7103,1/23/2020,8,0,0,8,Western Pacific
Tianjin,China,39.3054,117.323,1/23/2020,4,0,0,4,Western Pacific
Tibet,China,31.6927,88.0924,1/23/2020,0,0,0,0,Western Pacific
Xinjiang,China,41.1129,85.2401,1/23/2020,2,0,0,2,Western Pacific
Yunnan,China,24.974,101.487,1/23/2020,2,0,0,2,Western Pacific
Zhejiang,China,29.1832,120.0934,1/23/2020,27,0,0,27,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,1/23/2020,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,1/23/2020,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,1/23/2020,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,1/23/2020,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,1/23/2020,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,1/23/2020,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,1/23/2020,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,1/23/2020,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,1/23/2020,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,1/23/2020,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,1/23/2020,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,1/23/2020,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,1/23/2020,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,1/23/2020,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,1/23/2020,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,1/23/2020,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,1/23/2020,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,1/23/2020,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,1/23/2020,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,1/23/2020,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,1/23/2020,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,1/23/2020,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,1/23/2020,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,1/23/2020,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,1/23/2020,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,1/23/2020,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,1/23/2020,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,1/24/2020,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,1/24/2020,0,0,0,0,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,1/24/2020,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,1/24/2020,0,0,0,0,Western Pacific
South Australia,Australia,-34.9285,138.6007,1/24/2020,0,0,0,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,1/24/2020,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,1/24/2020,0,0,0,0,Western Pacific
Western Australia,Australia,-31.9505,115.8605,1/24/2020,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,1/24/2020,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,1/24/2020,0,0,0,0,Americas
Manitoba,Canada,53.7609,-98.8139,1/24/2020,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,1/24/2020,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,1/24/2020,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,1/24/2020,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,1/24/2020,0,0,0,0,Americas
Prince Edward Island,Canada,46.5107,-63.4168,1/24/2020,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,1/24/2020,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,1/24/2020,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,1/24/2020,15,0,0,15,Western Pacific
Beijing,China,40.1824,116.4142,1/24/2020,36,0,1,35,Western Pacific
Chongqing,China,30.0572,107.874,1/24/2020,27,0,0,27,Western Pacific
Fujian,China,26.0789,117.9874,1/24/2020,10,0,0,10,Western Pacific
Gansu,China,35.7518,104.2861,1/24/2020,2,0,0,2,Western Pacific
Guangdong,China,23.3417,113.4244,1/24/2020,53,0,2,51,Western Pacific
Guangxi,China,23.8298,108.7881,1/24/2020,23,0,0,23,Western Pacific
Guizhou,China,26.8154,106.8748,1/24/2020,3,0,0,3,Western Pacific
Hainan,China,19.1959,109.7453,1/24/2020,8,0,0,8,Western Pacific
Hebei,China,39.549,116.1306,1/24/2020,2,1,0,1,Western Pacific
Heilongjiang,China,47.862,127.7615,1/24/2020,4,1,0,3,Western Pacific
Henan,China,37.8957,114.9042,1/24/2020,9,0,0,9,Western Pacific
Hong Kong,China,22.3,114.2,1/24/2020,2,0,0,2,Western Pacific
Hubei,China,30.9756,112.2707,1/24/2020,549,24,31,494,Western Pacific
Hunan,China,27.6104,111.7088,1/24/2020,24,0,0,24,Western Pacific
Inner Mongolia,China,44.0935,113.9448,1/24/2020,1,0,0,1,Western Pacific
Jiangsu,China,32.9711,119.455,1/24/2020,9,0,0,9,Western Pacific
Jiangxi,China,27.614,115.7221,1/24/2020,18,0,0,18,Western Pacific
Jilin,China,43.6661,126.1923,1/24/2020,3,0,0,3,Western Pacific
Liaoning,China,41.2956,122.6085,1/24/2020,4,0,0,4,Western Pacific
Macau,China,22.1667,113.55,1/24/2020,2,0,0,2,Western Pacific
Ningxia,China,37.2692,106.1655,1/24/2020,2,0,0,2,Western Pacific
Qinghai,China,35.7452,95.9956,1/24/2020,0,0,0,0,Western Pacific
Shaanxi,China,35.1917,108.8701,1/24/2020,5,0,0,5,Western Pacific
Shandong,China,36.3427,118.1498,1/24/2020,15,0,0,15,Western Pacific
Shanghai,China,31.202,121.4491,1/24/2020,20,0,1,19,Western Pacific
Shanxi,China,37.5777,112.2922,1/24/2020,1,0,0,1,Western Pacific
Sichuan,China,30.6171,102.7103,1/24/2020,15,0,0,15,Western Pacific
Tianjin,China,39.3054,117.323,1/24/2020,8,0,0,8,Western Pacific
Tibet,China,31.6927,88.0924,1/24/2020,0,0,0,0,Western Pacific
Xinjiang,China,41.1129,85.2401,1/24/2020,2,0,0,2,Western Pacific
Yunnan,China,24.974,101.487,1/24/2020,5,0,0,5,Western Pacific
Zhejiang,China,29.1832,120.0934,1/24/2020,43,0,1,42,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,1/24/2020,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,1/24/2020,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,1/24/2020,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,1/24/2020,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,1/24/2020,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,1/24/2020,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,1/24/2020,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,1/24/2020,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,1/24/2020,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,1/24/2020,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,1/24/2020,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,1/24/2020,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,1/24/2020,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,1/24/2020,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,1/24/2020,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,1/24/2020,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,1/24/2020,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,1/24/2020,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,1/24/2020,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,1/24/2020,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,1/24/2020,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,1/24/2020,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,1/24/2020,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,1/24/2020,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,1/24/2020,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,1/24/2020,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,1/24/2020,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,1/25/2020,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,1/25/2020,0,0,0,0,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,1/25/2020,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,1/25/2020,0,0,0,0,Western Pacific
South Australia,Australia,-34.9285,138.6007,1/25/2020,0,0,0,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,1/25/2020,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,1/25/2020,0,0,0,0,Western Pacific
Western Australia,Australia,-31.9505,115.8605,1/25/2020,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,1/25/2020,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,1/25/2020,0,0,0,0,Americas
Manitoba,Canada,53.7609,-98.8139,1/25/2020,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,1/25/2020,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,1/25/2020,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,1/25/2020,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,1/25/2020,0,0,0,0,Americas
Prince Edward Island,Canada,46.5107,-63.4168,1/25/2020,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,1/25/2020,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,1/25/2020,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,1/25/2020,39,0,0,39,Western Pacific
Beijing,China,40.1824,116.4142,1/25/2020,41,0,2,39,Western Pacific
Chongqing,China,30.0572,107.874,1/25/2020,57,0,0,57,Western Pacific
Fujian,China,26.0789,117.9874,1/25/2020,18,0,0,18,Western Pacific
Gansu,China,35.7518,104.2861,1/25/2020,4,0,0,4,Western Pacific
Guangdong,China,23.3417,113.4244,1/25/2020,78,0,2,76,Western Pacific
Guangxi,China,23.8298,108.7881,1/25/2020,23,0,0,23,Western Pacific
Guizhou,China,26.8154,106.8748,1/25/2020,4,0,0,4,Western Pacific
Hainan,China,19.1959,109.7453,1/25/2020,19,0,0,19,Western Pacific
Hebei,China,39.549,116.1306,1/25/2020,8,1,0,7,Western Pacific
Heilongjiang,China,47.862,127.7615,1/25/2020,9,1,0,8,Western Pacific
Henan,China,37.8957,114.9042,1/25/2020,32,0,0,32,Western Pacific
Hong Kong,China,22.3,114.2,1/25/2020,5,0,0,5,Western Pacific
Hubei,China,30.9756,112.2707,1/25/2020,761,40,32,689,Western Pacific
Hunan,China,27.6104,111.7088,1/25/2020,43,0,0,43,Western Pacific
Inner Mongolia,China,44.0935,113.9448,1/25/2020,7,0,0,7,Western Pacific
Jiangsu,China,32.9711,119.455,1/25/2020,18,0,1,17,Western Pacific
Jiangxi,China,27.614,115.7221,1/25/2020,18,0,0,18,Western Pacific
Jilin,China,43.6661,126.1923,1/25/2020,4,0,0,4,Western Pacific
Liaoning,China,41.2956,122.6085,1/25/2020,17,0,0,17,Western Pacific
Macau,China,22.1667,113.55,1/25/2020,2,0,0,2,Western Pacific
Ningxia,China,37.2692,106.1655,1/25/2020,3,0,0,3,Western Pacific
Qinghai,China,35.7452,95.9956,1/25/2020,1,0,0,1,Western Pacific
Shaanxi,China,35.1917,108.8701,1/25/2020,15,0,0,15,Western Pacific
Shandong,China,36.3427,118.1498,1/25/2020,27,0,0,27,Western Pacific
Shanghai,China,31.202,121.4491,1/25/2020,33,0,1,32,Western Pacific
Shanxi,China,37.5777,112.2922,1/25/2020,6,0,0,6,Western Pacific
Sichuan,China,30.6171,102.7103,1/25/2020,28,0,0,28,Western Pacific
Tianjin,China,39.3054,117.323,1/25/2020,10,0,0,10,Western Pacific
Tibet,China,31.6927,88.0924,1/25/2020,0,0,0,0,Western Pacific
Xinjiang,China,41.1129,85.2401,1/25/2020,3,0,0,3,Western Pacific
Yunnan,China,24.974,101.487,1/25/2020,11,0,0,11,Western Pacific
Zhejiang,China,29.1832,120.0934,1/25/2020,62,0,1,61,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,1/25/2020,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,1/25/2020,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,1/25/2020,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,1/25/2020,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,1/25/2020,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,1/25/2020,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,1/25/2020,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,1/25/2020,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,1/25/2020,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,1/25/2020,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,1/25/2020,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,1/25/2020,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,1/25/2020,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,1/25/2020,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,1/25/2020,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,1/25/2020,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,1/25/2020,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,1/25/2020,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,1/25/2020,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,1/25/2020,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,1/25/2020,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,1/25/2020,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,1/25/2020,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,1/25/2020,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,1/25/2020,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,1/25/2020,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,1/25/2020,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,1/26/2020,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,1/26/2020,3,0,0,3,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,1/26/2020,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,1/26/2020,0,0,0,0,Western Pacific
South Australia,Australia,-34.9285,138.6007,1/26/2020,0,0,0,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,1/26/2020,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,1/26/2020,1,0,0,1,Western Pacific
Western Australia,Australia,-31.9505,115.8605,1/26/2020,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,1/26/2020,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,1/26/2020,0,0,0,0,Americas
Manitoba,Canada,53.7609,-98.8139,1/26/2020,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,1/26/2020,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,1/26/2020,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,1/26/2020,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,1/26/2020,1,0,0,1,Americas
Prince Edward Island,Canada,46.5107,-63.4168,1/26/2020,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,1/26/2020,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,1/26/2020,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,1/26/2020,60,0,0,60,Western Pacific
Beijing,China,40.1824,116.4142,1/26/2020,68,0,2,66,Western Pacific
Chongqing,China,30.0572,107.874,1/26/2020,75,0,0,75,Western Pacific
Fujian,China,26.0789,117.9874,1/26/2020,35,0,0,35,Western Pacific
Gansu,China,35.7518,104.2861,1/26/2020,7,0,0,7,Western Pacific
Guangdong,China,23.3417,113.4244,1/26/2020,111,0,2,109,Western Pacific
Guangxi,China,23.8298,108.7881,1/26/2020,36,0,0,36,Western Pacific
Guizhou,China,26.8154,106.8748,1/26/2020,5,0,0,5,Western Pacific
Hainan,China,19.1959,109.7453,1/26/2020,22,0,0,22,Western Pacific
Hebei,China,39.549,116.1306,1/26/2020,13,1,0,12,Western Pacific
Heilongjiang,China,47.862,127.7615,1/26/2020,15,1,0,14,Western Pacific
